county_fips,State Name,County Name,2020 Population,Adherents,religious_adherents
17185,Illinois,Wabash County,11361,5399,0.475222252
17187,Illinois,Warren County,16835,5733,0.340540541
17189,Illinois,Washington County,13761,7969,0.579100356
17191,Illinois,Wayne County,16179,8826,0.545521973
17193,Illinois,White County,13877,9255,0.666930893
17195,Illinois,Whiteside County,55691,34999,0.628449839
17197,Illinois,Will County,696355,300627,0.431715145
17199,Illinois,Williamson County,67153,24565,0.365806442
17201,Illinois,Winnebago County,285350,162722,0.570254074
17203,Illinois,Woodford County,38467,13837,0.359710921
18001,Indiana,Adams County,35809,29536,0.824820576
18003,Indiana,Allen County,385410,210141,0.545240134
18005,Indiana,Bartholomew County,82208,39263,0.477605586
18007,Indiana,Benton County,8719,3705,0.424934052
18009,Indiana,Blackford County,12112,3352,0.27675033
18011,Indiana,Boone County,70812,30089,0.424913856
18013,Indiana,Brown County,15475,4556,0.294410339
18015,Indiana,Carroll County,20306,6122,0.301487245
18017,Indiana,Cass County,37870,13951,0.368391867
18019,Indiana,Clark County,121093,43534,0.359508807
18021,Indiana,Clay County,26466,8361,0.315914759
18023,Indiana,Clinton County,33190,14102,0.424887014
18025,Indiana,Crawford County,10526,3365,0.319684591
18027,Indiana,Daviess County,33381,19020,0.569785207
18029,Indiana,Dearborn County,50679,16477,0.325124805
18031,Indiana,Decatur County,26472,11280,0.426110607
18033,Indiana,DeKalb County,43265,15211,0.351577488
18035,Indiana,Delaware County,111903,34791,0.310903193
18037,Indiana,Dubois County,43637,28720,0.658157069
18039,Indiana,Elkhart County,207047,94940,0.458543229
18041,Indiana,Fayette County,23398,11533,0.492905377
18043,Indiana,Floyd County,80484,42683,0.530329009
18045,Indiana,Fountain County,16479,4979,0.30214212
18047,Indiana,Franklin County,22785,8494,0.372789116
18049,Indiana,Fulton County,20480,6548,0.319726563
18051,Indiana,Gibson County,33011,14247,0.431583412
18053,Indiana,Grant County,66674,25934,0.388967214
18055,Indiana,Greene County,30803,9467,0.307340194
18057,Indiana,Hamilton County,347467,139045,0.400167498
18059,Indiana,Hancock County,79840,26293,0.329321142
18061,Indiana,Harrison County,39654,12214,0.308014324
18063,Indiana,Hendricks County,174788,67777,0.387766895
18065,Indiana,Henry County,48914,14318,0.292717831
18067,Indiana,Howard County,83658,39622,0.473618781
18069,Indiana,Huntington County,36662,14328,0.390813376
18071,Indiana,Jackson County,46428,25372,0.546480572
18073,Indiana,Jasper County,32918,15824,0.480709642
18075,Indiana,Jay County,20478,7670,0.374548296
18077,Indiana,Jefferson County,33147,13156,0.396898664
18079,Indiana,Jennings County,27613,8957,0.3243762
18081,Indiana,Johnson County,161765,56877,0.351602633
18083,Indiana,Knox County,36282,16098,0.443691086
18085,Indiana,Kosciusko County,80240,26945,0.335805085
18087,Indiana,LaGrange County,40446,24594,0.608070019
18089,Indiana,Lake County,498700,252187,0.505688791
18091,Indiana,LaPorte County,112417,40555,0.360755046
18093,Indiana,Lawrence County,45011,17935,0.398458155
18095,Indiana,Madison County,130129,39600,0.304313412
18097,Indiana,Marion County,977203,495488,0.507047154
18099,Indiana,Marshall County,46095,17678,0.383512312
18101,Indiana,Martin County,9812,4122,0.420097839
18103,Indiana,Miami County,35962,7978,0.221845281
18105,Indiana,Monroe County,139718,39347,0.281617258
18107,Indiana,Montgomery County,37936,12732,0.335617883
18109,Indiana,Morgan County,71780,30160,0.42017275
18111,Indiana,Newton County,13830,3675,0.265726681
18113,Indiana,Noble County,47457,13529,0.285079124
18115,Indiana,Ohio County,5940,2306,0.388215488
18117,Indiana,Orange County,19867,7483,0.376654754
18119,Indiana,Owen County,21321,5171,0.242530838
18121,Indiana,Parke County,16156,5211,0.322542709
18123,Indiana,Perry County,19170,7398,0.385915493
18125,Indiana,Pike County,12250,2795,0.228163265
18127,Indiana,Porter County,173215,66164,0.381976157
18129,Indiana,Posey County,25222,11431,0.453215447
18131,Indiana,Pulaski County,12514,4922,0.393319482
18133,Indiana,Putnam County,36726,10611,0.288923379
18135,Indiana,Randolph County,24502,6763,0.276018284
18137,Indiana,Ripley County,28995,16520,0.569753406
18139,Indiana,Rush County,16752,5093,0.3040234
18143,Indiana,Scott County,24384,7878,0.323080709
18145,Indiana,Shelby County,45055,19005,0.421817778
18147,Indiana,Spencer County,19810,9214,0.465118627
18141,Indiana,St. Joseph County,272912,108571,0.397824207
18149,Indiana,Starke County,23371,6346,0.271533097
18151,Indiana,Steuben County,34435,13594,0.39477276
18153,Indiana,Sullivan County,20817,7168,0.344333958
18155,Indiana,Switzerland County,9737,2496,0.256341789
18157,Indiana,Tippecanoe County,186251,54231,0.291171591
18159,Indiana,Tipton County,15359,5287,0.34422814
18161,Indiana,Union County,7087,1763,0.248765345
18163,Indiana,Vanderburgh County,180136,82295,0.456849269
18165,Indiana,Vermillion County,15439,3668,0.237580154
18167,Indiana,Vigo County,106153,40302,0.379659548
18169,Indiana,Wabash County,30976,10944,0.353305785
18171,Indiana,Warren County,8440,1949,0.230924171
18173,Indiana,Warrick County,63898,24839,0.388728912
18175,Indiana,Washington County,28182,9241,0.327904336
18177,Indiana,Wayne County,66553,24278,0.36479197
18179,Indiana,Wells County,28180,13770,0.488644429
18181,Indiana,White County,24688,8106,0.328337654
18183,Indiana,Whitley County,34191,12904,0.37740926
19001,Iowa,Adair County,7496,2536,0.338313767
19003,Iowa,Adams County,3704,1446,0.390388769
19005,Iowa,Allamakee County,14061,8913,0.633880947
19007,Iowa,Appanoose County,12317,3968,0.322156369
19009,Iowa,Audubon County,5674,3000,0.528727529
19011,Iowa,Benton County,25575,11486,0.449110459
19013,Iowa,Black Hawk County,131144,64217,0.489667846
19015,Iowa,Boone County,26715,12350,0.462287105
19017,Iowa,Bremer County,24988,15150,0.60629102
19019,Iowa,Buchanan County,20565,10620,0.516411379
19021,Iowa,Buena Vista County,20823,10443,0.50151275
19023,Iowa,Butler County,14334,6538,0.45611832
19025,Iowa,Calhoun County,9927,5751,0.579329102
19027,Iowa,Carroll County,20760,17026,0.820134875
19029,Iowa,Cass County,13127,6505,0.495543536
19031,Iowa,Cedar County,18505,6478,0.350067549
19033,Iowa,Cerro Gordo County,43127,24882,0.576947156
19035,Iowa,Cherokee County,11658,6962,0.597186481
19037,Iowa,Chickasaw County,12012,8860,0.737595738
19039,Iowa,Clarke County,9748,4168,0.427574887
19041,Iowa,Clay County,16384,10573,0.645324707
19043,Iowa,Clayton County,17043,10277,0.603004166
19045,Iowa,Clinton County,46460,22474,0.483727938
19047,Iowa,Crawford County,16525,8102,0.490287443
19049,Iowa,Dallas County,99678,46770,0.469210859
19051,Iowa,Davis County,9110,3738,0.410318332
19053,Iowa,Decatur County,7645,2355,0.308044474
19055,Iowa,Delaware County,17488,9312,0.532479414
19057,Iowa,Des Moines County,38910,13969,0.359007967
19059,Iowa,Dickinson County,17703,11938,0.67434898
19061,Iowa,Dubuque County,99266,55054,0.554610844
19063,Iowa,Emmet County,9388,5475,0.583191308
19065,Iowa,Fayette County,19509,9381,0.48085499
19067,Iowa,Floyd County,15627,7579,0.484993921
19069,Iowa,Franklin County,10019,5596,0.558538776
19071,Iowa,Fremont County,6605,2079,0.314761544
19073,Iowa,Greene County,8771,4533,0.516816783
19075,Iowa,Grundy County,12329,6054,0.491037392
19077,Iowa,Guthrie County,10623,4175,0.393015156
19079,Iowa,Hamilton County,15039,7476,0.49710752
19081,Iowa,Hancock County,10795,6907,0.639833256
19083,Iowa,Hardin County,16878,8354,0.494963858
19085,Iowa,Harrison County,14582,5870,0.40255109
19087,Iowa,Henry County,20482,6828,0.333365882
19089,Iowa,Howard County,9469,7013,0.74062731
19091,Iowa,Humboldt County,9597,5383,0.560904449
19093,Iowa,Ida County,7005,4628,0.660670949
19095,Iowa,Iowa County,16662,8397,0.503961109
19097,Iowa,Jackson County,19485,10210,0.523992815
19099,Iowa,Jasper County,37813,12522,0.331155952
19101,Iowa,Jefferson County,15663,4691,0.299495627
19103,Iowa,Johnson County,152854,45691,0.29891923
19105,Iowa,Jones County,20646,9522,0.461203139
19107,Iowa,Keokuk County,10033,4473,0.445828765
19109,Iowa,Kossuth County,14828,11654,0.785945508
19111,Iowa,Lee County,33555,14185,0.422738787
19113,Iowa,Linn County,230299,103395,0.44895983
19115,Iowa,Louisa County,10837,3764,0.347328596
19117,Iowa,Lucas County,8634,2559,0.296386379
19119,Iowa,Lyon County,11934,7832,0.656276186
19121,Iowa,Madison County,16548,5836,0.352671018
19123,Iowa,Mahaska County,22190,9629,0.433934205
19125,Iowa,Marion County,33414,18129,0.542557012
19127,Iowa,Marshall County,40105,21351,0.532377509
19129,Iowa,Mills County,14484,4561,0.314899199
19131,Iowa,Mitchell County,10565,6639,0.628395646
19133,Iowa,Monona County,8751,4178,0.477431151
19135,Iowa,Monroe County,7577,3797,0.501121816
19137,Iowa,Montgomery County,10330,5352,0.518102614
19139,Iowa,Muscatine County,43235,13868,0.320758645
19141,Iowa,O'Brien County,14182,9235,0.651177549
19143,Iowa,Osceola County,6192,3085,0.498223514
19145,Iowa,Page County,15211,7105,0.46709618
19147,Iowa,Palo Alto County,8996,5122,0.569364162
19149,Iowa,Plymouth County,25698,15707,0.611214881
19151,Iowa,Pocahontas County,7078,3310,0.467646228
19153,Iowa,Polk County,492401,190684,0.387253478
19155,Iowa,Pottawattamie County,93667,31084,0.33185647
19157,Iowa,Poweshiek County,18662,6420,0.344014575
19159,Iowa,Ringgold County,4663,1504,0.322539138
19161,Iowa,Sac County,9814,6857,0.698695741
19163,Iowa,Scott County,174669,68978,0.394906938
19165,Iowa,Shelby County,11746,7269,0.61884897
19167,Iowa,Sioux County,35872,26776,0.746431757
19169,Iowa,Story County,98537,33901,0.344043354
19171,Iowa,Tama County,17135,7288,0.425328275
19173,Iowa,Taylor County,5896,3289,0.557835821
19175,Iowa,Union County,12138,4249,0.35005767
19177,Iowa,Van Buren County,7203,2756,0.382618353
19179,Iowa,Wapello County,35437,10380,0.292914186
19181,Iowa,Warren County,52403,17106,0.326431693
19183,Iowa,Washington County,22565,9342,0.414003988
19185,Iowa,Wayne County,6497,2958,0.455287056
19187,Iowa,Webster County,36999,18412,0.497635071
19189,Iowa,Winnebago County,10679,7563,0.708212379
19191,Iowa,Winneshiek County,20070,13926,0.69387145
19193,Iowa,Woodbury County,105941,51321,0.484430013
19195,Iowa,Worth County,7443,3999,0.537283353
19197,Iowa,Wright County,12943,6296,0.486440547
20001,Kansas,Allen County,12526,5310,0.42391825
20003,Kansas,Anderson County,7836,4716,0.601837672
20005,Kansas,Atchison County,16348,9111,0.55731588
20007,Kansas,Barber County,4228,2896,0.684957427
20009,Kansas,Barton County,25493,14953,0.586553171
20011,Kansas,Bourbon County,14360,7592,0.528690808
20013,Kansas,Brown County,9508,4008,0.421539756
20015,Kansas,Butler County,67380,21912,0.325200356
20017,Kansas,Chase County,2572,771,0.299766719
20019,Kansas,Chautauqua County,3379,972,0.287659071
20021,Kansas,Cherokee County,19362,6532,0.337361843
20023,Kansas,Cheyenne County,2616,1820,0.695718654
20025,Kansas,Clark County,1991,1213,0.609241587
20027,Kansas,Clay County,8117,4092,0.504127141
20029,Kansas,Cloud County,9032,3419,0.378542958
20031,Kansas,Coffey County,8360,4026,0.481578947
20033,Kansas,Comanche County,1689,1139,0.674363529
20035,Kansas,Cowley County,34549,13578,0.393007033
20037,Kansas,Crawford County,38972,16462,0.42240583
20039,Kansas,Decatur County,2764,1634,0.591172214
20041,Kansas,Dickinson County,18402,7879,0.428159983
20043,Kansas,Doniphan County,7510,2853,0.379893475
20045,Kansas,Douglas County,118785,34526,0.290659595
20047,Kansas,Edwards County,2907,1650,0.567595459
20049,Kansas,Elk County,2483,1105,0.445026178
20051,Kansas,Ellis County,28934,20137,0.695963227
20053,Kansas,Ellsworth County,6376,2766,0.433814304
20055,Kansas,Finney County,38470,23940,0.622303093
20057,Kansas,Ford County,34287,20288,0.591711144
20059,Kansas,Franklin County,25996,9009,0.346553316
20061,Kansas,Geary County,36739,13842,0.376765835
20063,Kansas,Gove County,2718,1721,0.633186166
20065,Kansas,Graham County,2415,1423,0.589233954
20067,Kansas,Grant County,7352,5420,0.737214363
20069,Kansas,Gray County,5653,3912,0.692021935
20071,Kansas,Greeley County,1284,438,0.341121495
20073,Kansas,Greenwood County,6016,2618,0.435172872
20075,Kansas,Hamilton County,2518,1280,0.508339952
20077,Kansas,Harper County,5485,2780,0.506836828
20079,Kansas,Harvey County,34024,15678,0.460792382
20081,Kansas,Haskell County,3780,2407,0.636772487
20083,Kansas,Hodgeman County,1723,770,0.446894951
20085,Kansas,Jackson County,13232,3590,0.271311971
20087,Kansas,Jefferson County,18368,6732,0.366506969
20089,Kansas,Jewell County,2932,1436,0.489768076
20091,Kansas,Johnson County,609863,284334,0.466226021
20093,Kansas,Kearny County,3983,2211,0.555109214
20095,Kansas,Kingman County,7470,4517,0.604685408
20097,Kansas,Kiowa County,2460,1767,0.718292683
20099,Kansas,Labette County,20184,10715,0.530866033
20101,Kansas,Lane County,1574,1035,0.657560356
20103,Kansas,Leavenworth County,81881,30967,0.378195186
